 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  26. 3.2026    Time:   3: 9:11
 Units: L = cm   , T = days , M = micro


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  33   -38.4000     -62.944 0.3503   0.1729E+00  0.8655E-03 -0.1495E+00  0.3520E-02      -1  -0.143E-01    0.00  0.2980E-01  0.0000E+00
  34   -39.6000     -62.764 0.3504   0.1737E+00  0.8668E-03 -0.1453E+00  0.3468E-02      -1  -0.139E-01    0.00  0.3434E-01  0.0000E+00
  35   -40.8000     -62.551 0.3506   0.1747E+00  0.8683E-03 -0.1412E+00  0.3416E-02      -1  -0.135E-01    0.00  0.3957E-01  0.0000E+00
  36   -42.0000     -62.304 0.3508   0.1758E+00  0.8701E-03 -0.1371E+00  0.3364E-02      -1  -0.131E-01    0.00  0.4561E-01  0.0000E+00
  37   -43.2000     -62.023 0.3511   0.1770E+00  0.8721E-03 -0.1331E+00  0.3313E-02      -1  -0.127E-01    0.00  0.5257E-01  0.0000E+00
  38   -44.4000     -61.708 0.3513   0.1784E+00  0.8743E-03 -0.1292E+00  0.3261E-02      -1  -0.124E-01    0.00  0.6060E-01  0.0000E+00
  39   -45.6000     -61.360 0.3516   0.1799E+00  0.8768E-03 -0.1253E+00  0.3209E-02      -1  -0.120E-01    0.00  0.6987E-01  0.0000E+00
  40   -46.8000     -60.979 0.3519   0.1816E+00  0.8795E-03 -0.1215E+00  0.3157E-02      -1  -0.116E-01    0.00  0.8057E-01  0.0000E+00
  41   -48.0000     -60.565 0.3523   0.1834E+00  0.8824E-03 -0.1177E+00  0.3106E-02      -1  -0.113E-01    0.00  0.9293E-01  0.0000E+00
  42   -49.2000     -60.119 0.3526   0.1854E+00  0.8856E-03 -0.1140E+00  0.3054E-02      -1  -0.109E-01    0.00  0.1072E+00  0.0000E+00
  43   -50.4000     -59.639 0.3531   0.1886E+00  0.8892E-03 -0.1104E+00  0.3002E-02      -1  -0.106E-01    0.00  0.1237E+00  0.0000E+00
  44   -51.6000     -59.122 0.3536   0.1927E+00  0.8931E-03 -0.1068E+00  0.2950E-02      -1  -0.102E-01    0.00  0.1427E+00  0.0000E+00
  45   -52.8000     -58.569 0.3541   0.1970E+00  0.8974E-03 -0.1033E+00  0.2899E-02      -1  -0.989E-02    0.00  0.1647E+00  0.0000E+00
  46   -54.0000     -57.980 0.3546   0.2017E+00  0.9019E-03 -0.9984E-01  0.2847E-02      -1  -0.956E-02    0.00  0.1902E+00  0.0000E+00
  47   -55.2000     -57.357 0.3552   0.2066E+00  0.9066E-03 -0.9646E-01  0.2795E-02      -1  -0.924E-02    0.00  0.2196E+00  0.0000E+00
  48   -56.4000     -56.701 0.3558   0.2117E+00  0.9116E-03 -0.9314E-01  0.2743E-02      -1  -0.892E-02    0.00  0.2536E+00  0.0000E+00
  49   -57.6000     -56.013 0.3565   0.2171E+00  0.9169E-03 -0.8988E-01  0.2692E-02      -1  -0.861E-02    0.00  0.2928E+00  0.0000E+00
  50   -58.8000     -55.295 0.3571   0.2228E+00  0.9224E-03 -0.8668E-01  0.2640E-02      -1  -0.830E-02    0.00  0.3383E+00  0.0000E+00
  51   -60.0000     -54.547 0.3578   0.2287E+00  0.9281E-03 -0.8354E-01  0.2588E-02      -1  -0.800E-02    0.00  0.3908E+00  0.0000E+00
  52   -61.2000     -53.772 0.3586   0.2348E+00  0.9340E-03 -0.8047E-01  0.2536E-02      -1  -0.771E-02    0.00  0.4515E+00  0.0000E+00
  53   -62.4000     -52.970 0.3593   0.2411E+00  0.9401E-03 -0.7745E-01  0.2484E-02      -1  -0.742E-02    0.00  0.5217E+00  0.0000E+00
  54   -63.6000     -52.143 0.3601   0.2476E+00  0.9465E-03 -0.7450E-01  0.2433E-02      -1  -0.714E-02    0.00  0.6028E+00  0.0000E+00
  55   -64.8000     -51.292 0.3609   0.2543E+00  0.9530E-03 -0.7161E-01  0.2381E-02      -1  -0.686E-02    0.00  0.6961E+00  0.0000E+00
  56   -66.0000     -50.419 0.3617   0.2612E+00  0.9596E-03 -0.6879E-01  0.2329E-02      -1  -0.659E-02    0.00  0.8034E+00  0.0000E+00
  57   -67.2000     -49.524 0.3625   0.2682E+00  0.9665E-03 -0.6602E-01  0.2277E-02      -1  -0.632E-02    0.00  0.9262E+00  0.0000E+00
  58   -68.4000     -48.610 0.3634   0.2754E+00  0.9735E-03 -0.6332E-01  0.2226E-02      -1  -0.607E-02    0.00  0.1067E+01  0.0000E+00
  59   -69.6000     -47.676 0.3642   0.2827E+00  0.9806E-03 -0.6068E-01  0.2174E-02      -1  -0.581E-02    0.00  0.1227E+01  0.0000E+00
  60   -70.8000     -46.723 0.3652   0.2945E+00  0.9875E-03 -0.5810E-01  0.2122E-02      -1  -0.557E-02    0.00  0.1409E+01  0.0000E+00
  61   -72.0000     -45.750 0.3662   0.3074E+00  0.9946E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.1616E+01  0.0000E+00
  62   -73.2000     -44.758 0.3672   0.3206E+00  0.1002E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.1850E+01  0.0000E+00
  63   -74.4000     -43.748 0.3682   0.3340E+00  0.1009E-02 -0.5074E-01  0.1967E-02      -1  -0.486E-02    0.00  0.2116E+01  0.0000E+00
  64   -75.6000     -42.722 0.3693   0.3476E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.2415E+01  0.0000E+00
  65   -76.8000     -41.682 0.3703   0.3614E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.2752E+01  0.0000E+00
  66   -78.0000     -40.629 0.3714   0.3754E+00  0.1032E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.3132E+01  0.0000E+00
  67   -79.2000     -39.564 0.3725   0.3896E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.3558E+01  0.0000E+00
  68   -80.4000     -38.487 0.3736   0.4039E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.4035E+01  0.0000E+00
  69   -81.6000     -37.400 0.3747   0.4203E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.4568E+01  0.0000E+00
  70   -82.8000     -36.302 0.3759   0.4436E+00  0.1060E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.5162E+01  0.0000E+00
  71   -84.0000     -35.193 0.3771   0.4671E+00  0.1067E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.5823E+01  0.0000E+00
  72   -85.2000     -34.076 0.3783   0.4908E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.6556E+01  0.0000E+00
  73   -86.4000     -32.950 0.3795   0.5147E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.7367E+01  0.0000E+00
  74   -87.6000     -31.817 0.3807   0.5387E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.8262E+01  0.0000E+00
  75   -88.8000     -30.677 0.3819   0.5629E+00  0.1092E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.9247E+01  0.0000E+00
  76   -90.0000     -29.531 0.3832   0.5906E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.1033E+02  0.0000E+00
  77   -91.2000     -28.380 0.3845   0.6278E+00  0.1100E-02 -0.2380E-01  0.1228E-02      -1  -0.228E-02    0.00  0.1151E+02  0.0000E+00
  78   -92.4000     -27.223 0.3857   0.6651E+00  0.1103E-02 -0.2239E-01  0.1118E-02      -1  -0.214E-02    0.00  0.1280E+02  0.0000E+00
  79   -93.6000     -26.061 0.3870   0.7025E+00  0.1106E-02 -0.2111E-01  0.1009E-02      -1  -0.202E-02    0.00  0.1420E+02  0.0000E+00
  80   -94.8000     -24.895 0.3883   0.7401E+00  0.1109E-02 -0.1997E-01  0.8945E-03      -1  -0.191E-02    0.00  0.1571E+02  0.0000E+00
  81   -96.0000     -23.726 0.3896   0.7779E+00  0.1112E-02 -0.1900E-01  0.7263E-03      -1  -0.182E-02    0.00  0.1734E+02  0.0000E+00
  82   -97.2000     -22.553 0.3909   0.8316E+00  0.1110E-02 -0.1822E-01  0.5763E-03      -1  -0.174E-02    0.00  0.1909E+02  0.0000E+00
  83   -98.4000     -21.378 0.3922   0.8867E+00  0.1107E-02 -0.1760E-01  0.4445E-03      -1  -0.169E-02    0.00  0.2097E+02  0.0000E+00
  84   -99.6000     -20.201 0.3935   0.9418E+00  0.1105E-02 -0.1714E-01  0.3308E-03      -1  -0.164E-02    0.00  0.2297E+02  0.0000E+00
  85  -100.8000     -19.022 0.3948   0.9971E+00  0.1103E-02 -0.1680E-01  0.2351E-03      -1  -0.161E-02    0.00  0.2510E+02  0.0000E+00
  86  -102.0000     -17.841 0.3961   0.1069E+01  0.1096E-02 -0.1656E-01  0.1566E-03      -1  -0.159E-02    0.00  0.2736E+02  0.0000E+00
  87  -103.2000     -16.659 0.3974   0.1146E+01  0.1087E-02 -0.1641E-01  0.9483E-04      -1  -0.157E-02    0.00  0.2976E+02  0.0000E+00
  88  -104.4000     -15.476 0.3987   0.1224E+01  0.1078E-02 -0.1632E-01  0.4874E-04      -1  -0.156E-02    0.00  0.3230E+02  0.0000E+00
  89  -105.6000     -14.291 0.4000   0.1314E+01  0.1065E-02 -0.1629E-01  0.1720E-04      -1  -0.156E-02    0.00  0.3497E+02  0.0000E+00
  90  -106.8000     -13.105 0.4012   0.1419E+01  0.1048E-02 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.3779E+02  0.0000E+00
  91  -108.0000     -11.919 0.4025   0.1524E+01  0.1031E-02 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.4075E+02  0.0000E+00
  92  -109.2000     -10.731 0.4037   0.1658E+01  0.1006E-02 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.4386E+02  0.0000E+00
  93  -110.4000      -9.542 0.4049   0.1797E+01  0.9802E-03 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.4712E+02  0.0000E+00
  94  -111.6000      -8.353 0.4060   0.1968E+01  0.9459E-03 -0.1627E-01  0.0000E+00      -1  -0.156E-02    0.00  0.5053E+02  0.0000E+00
  95  -112.8000      -7.162 0.4071   0.2155E+01  0.9075E-03 -0.1627E-01  0.0000E+00      -1  -0.156E-02    0.00  0.5408E+02  0.0000E+00
  96  -114.0000      -5.971 0.4082   0.2381E+01  0.8600E-03 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.5780E+02  0.0000E+00
  97  -115.2000      -4.778 0.4092   0.2656E+01  0.8014E-03 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.6166E+02  0.0000E+00
  98  -116.4000      -3.585 0.4101   0.3001E+01  0.7282E-03 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.6568E+02  0.0000E+00
  99  -117.6000      -2.391 0.4109   0.3463E+01  0.6318E-03 -0.1628E-01  0.0000E+00      -1  -0.156E-02    0.00  0.6986E+02  0.0000E+00
 100  -118.8000      -1.196 0.4116   0.4166E+01  0.4908E-03 -0.1627E-01  0.0000E+00      -1  -0.156E-02    0.00  0.7420E+02  0.0000E+00
 101  -120.0000       0.000 0.4120   0.7000E+01  0.0000E+00 -0.1627E-01  0.0000E+00      -1  -0.156E-02    0.00  0.7870E+02  0.0000E+00
end


 Time:     6570.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -75.268 0.3342   0.3183E+00  0.8143E-03 -0.3165E+00  0.5176E-02      -1  -0.303E-01    0.00  0.5964E-03  0.0000E+00
   2    -1.2000     -75.249 0.3342   0.3185E+00  0.8144E-03 -0.3103E+00  0.5124E-02      -1  -0.297E-01    0.00  0.6580E-03  0.0000E+00
   3    -2.4000     -75.206 0.3343   0.3189E+00  0.8147E-03 -0.3042E+00  0.5072E-02      -1  -0.291E-01    0.00  0.7289E-03  0.0000E+00
   4    -3.6000     -75.137 0.3343   0.3197E+00  0.8151E-03 -0.2981E+00  0.5021E-02      -1  -0.286E-01    0.00  0.8105E-03  0.0000E+00
   5    -4.8000     -75.043 0.3344   0.3208E+00  0.8156E-03 -0.2921E+00  0.4969E-02      -1  -0.280E-01    0.00  0.9042E-03  0.0000E+00
   6    -6.0000     -74.922 0.3345   0.3221E+00  0.8163E-03 -0.2862E+00  0.4917E-02      -1  -0.274E-01    0.00  0.1012E-02  0.0000E+00
   7    -7.2000     -74.775 0.3346   0.3238E+00  0.8171E-03 -0.2803E+00  0.4865E-02      -1  -0.268E-01    0.00  0.1136E-02  0.0000E+00
   8    -8.4000     -74.600 0.3348   0.3257E+00  0.8181E-03 -0.2745E+00  0.4814E-02      -1  -0.263E-01    0.00  0.1278E-02  0.0000E+00
   9    -9.6000     -74.397 0.3349   0.3280E+00  0.8193E-03 -0.2688E+00  0.4762E-02      -1  -0.257E-01    0.00  0.1441E-02  0.0000E+00
  10   -10.8000     -74.166 0.3351   0.3306E+00  0.8206E-03 -0.2631E+00  0.4710E-02      -1  -0.252E-01    0.00  0.1629E-02  0.0000E+00
  11   -12.0000     -73.907 0.3354   0.3335E+00  0.8221E-03 -0.2575E+00  0.4658E-02      -1  -0.247E-01    0.00  0.1844E-02  0.0000E+00
  12   -13.2000     -73.619 0.3356   0.3367E+00  0.8237E-03 -0.2519E+00  0.4607E-02      -1  -0.241E-01    0.00  0.2091E-02  0.0000E+00
  13   -14.4000     -73.302 0.3359   0.3402E+00  0.8255E-03 -0.2464E+00  0.4555E-02      -1  -0.236E-01    0.00  0.2376E-02  0.0000E+00
  14   -15.6000     -72.956 0.3362   0.3441E+00  0.8275E-03 -0.2410E+00  0.4503E-02      -1  -0.231E-01    0.00  0.2702E-02  0.0000E+00
  15   -16.8000     -72.582 0.3365   0.3483E+00  0.8297E-03 -0.2356E+00  0.4451E-02      -1  -0.226E-01    0.00  0.3077E-02  0.0000E+00
  16   -18.0000     -72.180 0.3368   0.3528E+00  0.8320E-03 -0.2303E+00  0.4400E-02      -1  -0.221E-01    0.00  0.3508E-02  0.0000E+00
  17   -19.2000     -71.749 0.3372   0.3576E+00  0.8344E-03 -0.2250E+00  0.4348E-02      -1  -0.216E-01    0.00  0.4003E-02  0.0000E+00
  18   -20.4000     -71.290 0.3376   0.3628E+00  0.8370E-03 -0.2198E+00  0.4296E-02      -1  -0.211E-01    0.00  0.4572E-02  0.0000E+00
  19   -21.6000     -70.803 0.3380   0.3682E+00  0.8398E-03 -0.2147E+00  0.4244E-02      -1  -0.206E-01    0.00  0.5226E-02  0.0000E+00
  20   -22.8000     -70.289 0.3385   0.3739E+00  0.8428E-03 -0.2097E+00  0.4193E-02      -1  -0.201E-01    0.00  0.5978E-02  0.0000E+00
  21   -24.0000     -69.749 0.3389   0.3800E+00  0.8459E-03 -0.2047E+00  0.4141E-02      -1  -0.196E-01    0.00  0.6843E-02  0.0000E+00
  22   -25.2000     -69.182 0.3394   0.3863E+00  0.8491E-03 -0.1997E+00  0.4089E-02      -1  -0.191E-01    0.00  0.7838E-02  0.0000E+00
  23   -26.4000     -68.589 0.3399   0.3930E+00  0.8525E-03 -0.1948E+00  0.4037E-02      -1  -0.187E-01    0.00  0.8982E-02  0.0000E+00
  24   -27.6000     -67.972 0.3405   0.3999E+00  0.8560E-03 -0.1900E+00  0.3986E-02      -1  -0.182E-01    0.00  0.1030E-01  0.0000E+00
  25   -28.8000     -67.330 0.3410   0.4070E+00  0.8597E-03 -0.1853E+00  0.3934E-02      -1  -0.177E-01    0.00  0.1181E-01  0.0000E+00
  26   -30.0000     -66.664 0.3416   0.4145E+00  0.8635E-03 -0.1806E+00  0.3882E-02      -1  -0.173E-01    0.00  0.1356E-01  0.0000E+00
  27   -31.2000     -65.976 0.3422   0.4222E+00  0.8674E-03 -0.1760E+00  0.3830E-02      -1  -0.169E-01    0.00  0.1556E-01  0.0000E+00
  28   -32.4000     -65.265 0.3428   0.4301E+00  0.8715E-03 -0.1714E+00  0.3778E-02      -1  -0.164E-01    0.00  0.1787E-01  0.0000E+00
  29   -33.6000     -64.532 0.3434   0.4383E+00  0.8757E-03 -0.1669E+00  0.3727E-02      -1  -0.160E-01    0.00  0.2054E-01  0.0000E+00
  30   -34.8000     -63.779 0.3440   0.4468E+00  0.8800E-03 -0.1625E+00  0.3675E-02      -1  -0.156E-01    0.00  0.2360E-01  0.0000E+00
  31   -36.0000     -63.200 0.3501   0.1718E+00  0.8637E-03 -0.1581E+00  0.3623E-02      -1  -0.151E-01    0.00  0.2714E-01  0.0000E+00
  32   -37.2000     -63.088 0.3502   0.1723E+00  0.8645E-03 -0.1538E+00  0.3571E-02      -1  -0.147E-01    0.00  0.3120E-01  0.0000E+00
  33   -38.4000     -62.941 0.3503   0.1730E+00  0.8656E-03 -0.1495E+00  0.3520E-02      -1  -0.143E-01    0.00  0.3586E-01  0.0000E+00
  34   -39.6000     -62.762 0.3504   0.1738E+00  0.8668E-03 -0.1453E+00  0.3468E-02      -1  -0.139E-01    0.00  0.4123E-01  0.0000E+00
  35   -40.8000     -62.548 0.3506   0.1747E+00  0.8683E-03 -0.1412E+00  0.3416E-02      -1  -0.135E-01    0.00  0.4740E-01  0.0000E+00
  36   -42.0000     -62.301 0.3508   0.1758E+00  0.8701E-03 -0.1371E+00  0.3364E-02      -1  -0.131E-01    0.00  0.5450E-01  0.0000E+00
  37   -43.2000     -62.020 0.3511   0.1770E+00  0.8721E-03 -0.1331E+00  0.3313E-02      -1  -0.127E-01    0.00  0.6266E-01  0.0000E+00
  38   -44.4000     -61.705 0.3513   0.1784E+00  0.8743E-03 -0.1292E+00  0.3261E-02      -1  -0.124E-01    0.00  0.7207E-01  0.0000E+00
  39   -45.6000     -61.357 0.3516   0.1799E+00  0.8768E-03 -0.1253E+00  0.3209E-02      -1  -0.120E-01    0.00  0.8289E-01  0.0000E+00
  40   -46.8000     -60.976 0.3519   0.1816E+00  0.8795E-03 -0.1215E+00  0.3157E-02      -1  -0.116E-01    0.00  0.9536E-01  0.0000E+00
  41   -48.0000     -60.562 0.3523   0.1835E+00  0.8825E-03 -0.1177E+00  0.3106E-02      -1  -0.113E-01    0.00  0.1097E+00  0.0000E+00
  42   -49.2000     -60.116 0.3526   0.1854E+00  0.8856E-03 -0.1140E+00  0.3054E-02      -1  -0.109E-01    0.00  0.1263E+00  0.0000E+00
  43   -50.4000     -59.635 0.3531   0.1886E+00  0.8892E-03 -0.1104E+00  0.3002E-02      -1  -0.106E-01    0.00  0.1453E+00  0.0000E+00
  44   -51.6000     -59.119 0.3536   0.1927E+00  0.8932E-03 -0.1068E+00  0.2950E-02      -1  -0.102E-01    0.00  0.1673E+00  0.0000E+00
  45   -52.8000     -58.566 0.3541   0.1970E+00  0.8974E-03 -0.1033E+00  0.2899E-02      -1  -0.989E-02    0.00  0.1926E+00  0.0000E+00
  46   -54.0000     -57.977 0.3546   0.2017E+00  0.9019E-03 -0.9984E-01  0.2847E-02      -1  -0.956E-02    0.00  0.2218E+00  0.0000E+00
  47   -55.2000     -57.354 0.3552   0.2066E+00  0.9066E-03 -0.9646E-01  0.2795E-02      -1  -0.924E-02    0.00  0.2554E+00  0.0000E+00
  48   -56.4000     -56.698 0.3558   0.2117E+00  0.9117E-03 -0.9314E-01  0.2743E-02      -1  -0.892E-02    0.00  0.2943E+00  0.0000E+00
  49   -57.6000     -56.009 0.3565   0.2172E+00  0.9169E-03 -0.8988E-01  0.2692E-02      -1  -0.861E-02    0.00  0.3390E+00  0.0000E+00
  50   -58.8000     -55.291 0.3571   0.2228E+00  0.9224E-03 -0.8668E-01  0.2640E-02      -1  -0.830E-02    0.00  0.3906E+00  0.0000E+00
  51   -60.0000     -54.543 0.3578   0.2287E+00  0.9281E-03 -0.8354E-01  0.2588E-02      -1  -0.800E-02    0.00  0.4501E+00  0.0000E+00
  52   -61.2000     -53.768 0.3586   0.2348E+00  0.9340E-03 -0.8047E-01  0.2536E-02      -1  -0.771E-02    0.00  0.5187E+00  0.0000E+00
  53   -62.4000     -52.966 0.3593   0.2411E+00  0.9402E-03 -0.7745E-01  0.2484E-02      -1  -0.742E-02    0.00  0.5978E+00  0.0000E+00
  54   -63.6000     -52.139 0.3601   0.2476E+00  0.9465E-03 -0.7450E-01  0.2433E-02      -1  -0.714E-02    0.00  0.6886E+00  0.0000E+00
  55   -64.8000     -51.288 0.3609   0.2543E+00  0.9530E-03 -0.7161E-01  0.2381E-02      -1  -0.686E-02    0.00  0.7926E+00  0.0000E+00
  56   -66.0000     -50.415 0.3617   0.2612E+00  0.9597E-03 -0.6879E-01  0.2329E-02      -1  -0.659E-02    0.00  0.9115E+00  0.0000E+00
  57   -67.2000     -49.520 0.3625   0.2682E+00  0.9665E-03 -0.6602E-01  0.2277E-02      -1  -0.632E-02    0.00  0.1047E+01  0.0000E+00
  58   -68.4000     -48.606 0.3634   0.2754E+00  0.9735E-03 -0.6332E-01  0.2226E-02      -1  -0.607E-02    0.00  0.1201E+01  0.0000E+00
  59   -69.6000     -47.672 0.3643   0.2828E+00  0.9806E-03 -0.6068E-01  0.2174E-02      -1  -0.581E-02    0.00  0.1377E+01  0.0000E+00
  60   -70.8000     -46.719 0.3652   0.2945E+00  0.9876E-03 -0.5810E-01  0.2122E-02      -1  -0.557E-02    0.00  0.1575E+01  0.0000E+00
  61   -72.0000     -45.746 0.3662   0.3075E+00  0.9946E-03 -0.5559E-01  0.2070E-02      -1  -0.532E-02    0.00  0.1800E+01  0.0000E+00
  62   -73.2000     -44.753 0.3672   0.3206E+00  0.1002E-02 -0.5314E-01  0.2019E-02      -1  -0.509E-02    0.00  0.2053E+01  0.0000E+00
  63   -74.4000     -43.744 0.3682   0.3341E+00  0.1009E-02 -0.5074E-01  0.1967E-02      -1  -0.486E-02    0.00  0.2339E+01  0.0000E+00
  64   -75.6000     -42.718 0.3693   0.3477E+00  0.1016E-02 -0.4842E-01  0.1915E-02      -1  -0.464E-02    0.00  0.2660E+01  0.0000E+00
  65   -76.8000     -41.678 0.3703   0.3615E+00  0.1024E-02 -0.4615E-01  0.1863E-02      -1  -0.442E-02    0.00  0.3020E+01  0.0000E+00
  66   -78.0000     -40.625 0.3714   0.3755E+00  0.1032E-02 -0.4394E-01  0.1812E-02      -1  -0.421E-02    0.00  0.3424E+01  0.0000E+00
  67   -79.2000     -39.559 0.3725   0.3896E+00  0.1039E-02 -0.4180E-01  0.1760E-02      -1  -0.400E-02    0.00  0.3875E+01  0.0000E+00
  68   -80.4000     -38.483 0.3736   0.4039E+00  0.1047E-02 -0.3972E-01  0.1708E-02      -1  -0.380E-02    0.00  0.4379E+01  0.0000E+00
  69   -81.6000     -37.395 0.3747   0.4204E+00  0.1054E-02 -0.3770E-01  0.1656E-02      -1  -0.361E-02    0.00  0.4939E+01  0.0000E+00
  70   -82.8000     -36.297 0.3759   0.4437E+00  0.1061E-02 -0.3574E-01  0.1605E-02      -1  -0.342E-02    0.00  0.5562E+01  0.0000E+00
  71   -84.0000     -35.189 0.3771   0.4672E+00  0.1067E-02 -0.3385E-01  0.1553E-02      -1  -0.324E-02    0.00  0.6251E+01  0.0000E+00
  72   -85.2000     -34.071 0.3783   0.4909E+00  0.1073E-02 -0.3202E-01  0.1501E-02      -1  -0.307E-02    0.00  0.7014E+01  0.0000E+00
  73   -86.4000     -32.945 0.3795   0.5148E+00  0.1079E-02 -0.3025E-01  0.1449E-02      -1  -0.290E-02    0.00  0.7854E+01  0.0000E+00
  74   -87.6000     -31.812 0.3807   0.5388E+00  0.1085E-02 -0.2854E-01  0.1398E-02      -1  -0.273E-02    0.00  0.8778E+01  0.0000E+00
  75   -88.8000     -30.673 0.3820   0.5630E+00  0.1092E-02 -0.2689E-01  0.1346E-02      -1  -0.258E-02    0.00  0.9791E+01  0.0000E+00
  76   -90.0000     -29.527 0.3832   0.5908E+00  0.1097E-02 -0.2531E-01  0.1294E-02      -1  -0.242E-02    0.00  0.1090E+02  0.0000E+00
  77   -91.2000     -28.375 0.3845   0.6279E+00  0.1100E-02 -0.2381E-01  0.1200E-02      -1  -0.228E-02    0.00  0.1210E+02  0.0000E+00
  78   -92.4000     -27.218 0.3857   0.6652E+00  0.1103E-02 -0.2244E-01  0.1090E-02      -1  -0.215E-02    0.00  0.1341E+02  0.0000E+00
  79   -93.6000     -26.056 0.3870   0.7027E+00  0.1106E-02 -0.2120E-01  0.9817E-03      -1  -0.203E-02    0.00  0.1483E+02  0.0000E+00
  80   -94.8000     -24.891 0.3883   0.7403E+00  0.1109E-02 -0.2009E-01  0.8676E-03      -1  -0.192E-02    0.00  0.1636E+02  0.0000E+00
  81   -96.0000     -23.722 0.3896   0.7780E+00  0.1112E-02 -0.1914E-01  0.7023E-03      -1  -0.183E-02    0.00  0.1800E+02  0.0000E+00
  82   -97.2000     -22.550 0.3909   0.8318E+00  0.1110E-02 -0.1839E-01  0.5552E-03      -1  -0.176E-02    0.00  0.1976E+02  0.0000E+00
  83   -98.4000     -21.375 0.3922   0.8868E+00  0.1107E-02 -0.1780E-01  0.4264E-03      -1  -0.171E-02    0.00  0.2164E+02  0.0000E+00
  84   -99.6000     -20.198 0.3935   0.9420E+00  0.1105E-02 -0.1736E-01  0.3156E-03      -1  -0.166E-02    0.00  0.2364E+02  0.0000E+00
  85  -100.8000     -19.019 0.3948   0.9972E+00  0.1103E-02 -0.1703E-01  0.2225E-03      -1  -0.163E-02    0.00  0.2576E+02  0.0000E+00
  86  -102.0000     -17.839 0.3961   0.1069E+01  0.1096E-02 -0.1681E-01  0.1466E-03      -1  -0.161E-02    0.00  0.2801E+02  0.0000E+00
  87  -103.2000     -16.657 0.3974   0.1147E+01  0.1087E-02 -0.1667E-01  0.8707E-04      -1  -0.160E-02    0.00  0.3039E+02  0.0000E+00
  88  -104.4000     -15.474 0.3987   0.1224E+01  0.1078E-02 -0.1659E-01  0.4302E-04      -1  -0.159E-02    0.00  0.3291E+02  0.0000E+00
  89  -105.6000     -14.289 0.4000   0.1314E+01  0.1065E-02 -0.1656E-01  0.1323E-04      -1  -0.159E-02    0.00  0.3556E+02  0.0000E+00
  90  -106.8000     -13.104 0.4012   0.1419E+01  0.1048E-02 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.3834E+02  0.0000E+00
  91  -108.0000     -11.917 0.4025   0.1524E+01  0.1031E-02 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.4127E+02  0.0000E+00
  92  -109.2000     -10.730 0.4037   0.1658E+01  0.1006E-02 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.4434E+02  0.0000E+00
  93  -110.4000      -9.541 0.4049   0.1797E+01  0.9802E-03 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.4756E+02  0.0000E+00
  94  -111.6000      -8.352 0.4060   0.1968E+01  0.9458E-03 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.5092E+02  0.0000E+00
  95  -112.8000      -7.161 0.4071   0.2155E+01  0.9075E-03 -0.1655E-01  0.0000E+00      -1  -0.159E-02    0.00  0.5443E+02  0.0000E+00
